,estuary,tidal_phase,discharge,best_C_k,min_error,observed_residence_time,modeled_flushing_time,S_in_mean,S_out_mean,eta,Ro_s,vel_tide,ur,within_percent
0,Dee,spring,1,0.8286427728546842,[150.29691194],124,[274.29691194],25.898472935016812,25.87357199719608,21.026239379811326,1019.850615801396,0.5122197051258203,5.2631578947368424e-05,no
1,Dee,spring,2,0.47148663634573945,[74.2226136],124,[198.2226136],25.898472935016812,25.862483255505254,21.026239379811326,1019.850615801396,0.5122197051258203,0.00010526315789473685,no
2,Dee,spring,5,0.20235896477251575,[2.43282272],124,[126.43282272],25.898472935016812,25.84108446799372,21.026239379811326,1019.850615801396,0.5122197051258203,0.0002631578947368421,yes
3,Dee,spring,10,0.03727593720314938,[1.25698962],124,[125.25698962],25.898472935016812,25.784763433581485,21.026239379811326,1019.850615801396,0.5122197051258203,0.0005263157894736842,yes
4,Dee,spring,20,0.0,[111.60121925],187,[75.39878075],25.898472935016812,25.7615774564697,21.026239379811326,1019.850615801396,0.5122197051258203,0.0010526315789473684,no
5,Dee,spring,30,0.0,[136.73414617],187,[50.26585383],25.898472935016812,25.7615774564697,21.026239379811326,1019.850615801396,0.5122197051258203,0.0015789473684210528,no
6,Dee,spring,40,0.0,[149.30060963],187,[37.69939037],25.898472935016812,25.7615774564697,21.026239379811326,1019.850615801396,0.5122197051258203,0.002105263157894737,no
7,Dee,spring,50,0.0,[156.8404877],187,[30.1595123],25.898472935016812,25.7615774564697,21.026239379811326,1019.850615801396,0.5122197051258203,0.002631578947368421,no
8,Dee,neap,1,4.498432668969444,[678.79100032],136,[814.79100032],26.868385660460593,26.791648022879695,0.08387859983595645,1020.566262691077,0.03235518418713187,5.2631578947368424e-05,no
9,Dee,neap,2,3.39322177189533,[301.36926617],136,[-165.36926617],26.868385660460593,26.89953486758031,0.08387859983595645,1020.566262691077,0.03235518418713187,0.00010526315789473685,no
10,Dee,neap,5,1.4563484775012443,[100.51219203],136,[236.51219203],26.868385660460593,26.757011167685395,0.08387859983595645,1020.566262691077,0.03235518418713187,0.0002631578947368421,no
11,Dee,neap,10,0.8286427728546842,[39.51640975],136,[175.51640975],26.868385660460593,26.70308296768087,0.08387859983595645,1020.566262691077,0.03235518418713187,0.0005263157894736842,yes
12,Dee,neap,20,0.6250551925273969,[24.00436647],66,[41.99563353],26.868385660460593,26.789282044819686,0.08387859983595645,1020.566262691077,0.03235518418713187,0.0010526315789473684,no
13,Dee,neap,30,0.35564803062231287,[13.52651755],66,[79.52651755],26.868385660460593,26.643689618914777,0.08387859983595645,1020.566262691077,0.03235518418713187,0.0015789473684210528,yes
14,Dee,neap,40,0.2682695795279725,[4.00216089],66,[70.00216089],26.868385660460593,26.6046713852525,0.08387859983595645,1020.566262691077,0.03235518418713187,0.002105263157894737,yes
15,Dee,neap,50,0.20235896477251575,[0.47710547],66,[66.47710547],26.868385660460593,26.55534243680457,0.08387859983595645,1020.566262691077,0.03235518418713187,0.002631578947368421,yes
16,Kent,spring,1,1.4563484775012443,[118.1826185],88,[206.1826185],27.59701763812046,27.584987298788935,24.90623761536712,1021.1029964400559,0.5122197051258203,3.809523809523809e-05,no
17,Kent,spring,2,0.8286427728546842,[168.79651642],88,[256.79651642],27.59701763812046,27.56705052203549,24.90623761536712,1021.1029964400559,0.5122197051258203,7.619047619047618e-05,no
18,Kent,spring,5,0.47148663634573945,[10.25138119],88,[77.74861881],27.59701763812046,27.574335263786804,24.90623761536712,1021.1029964400559,0.5122197051258203,0.00019047619047619048,yes
19,Kent,spring,10,0.2682695795279725,[20.14662362],88,[67.85337638],27.59701763812046,27.557426563541142,24.90623761536712,1021.1029964400559,0.5122197051258203,0.00038095238095238096,yes
20,Kent,spring,20,0.0,[34.4277123],200,[165.5722877],27.59701763812046,27.403801467004325,24.90623761536712,1021.1029964400559,0.5122197051258203,0.0007619047619047619,yes
21,Kent,spring,30,0.0,[89.61847487],200,[110.38152513],27.59701763812046,27.403801467004325,24.90623761536712,1021.1029964400559,0.5122197051258203,0.0011428571428571432,no
22,Kent,spring,40,0.0,[117.21385615],200,[82.78614385],27.59701763812046,27.403801467004325,24.90623761536712,1021.1029964400559,0.5122197051258203,0.0015238095238095239,no
23,Kent,spring,50,0.0,[133.77108492],200,[66.22891508],27.59701763812046,27.403801467004325,24.90623761536712,1021.1029964400559,0.5122197051258203,0.001904761904761905,no
24,Kent,neap,1,4.498432668969444,[693.40062133],149,[842.40062133],28.030782522581905,27.98085757979915,0.09935682271193526,1021.4182843710322,0.032355184187131875,3.809523809523809e-05,no
25,Kent,neap,2,3.39322177189533,[589.6634125],149,[-440.6634125],28.030782522581905,28.083014430057542,0.09935682271193526,1021.4182843710322,0.032355184187131875,7.619047619047618e-05,no
26,Kent,neap,5,1.4563484775012443,[128.28935291],149,[277.28935291],28.030782522581905,27.94861463993858,0.09935682271193526,1021.4182843710322,0.032355184187131875,0.00019047619047619048,no
27,Kent,neap,10,0.8286427728546842,[74.81538419],149,[223.81538419],28.030782522581905,27.898138149267314,0.09935682271193526,1021.4182843710322,0.032355184187131875,0.00038095238095238096,no
28,Kent,neap,20,0.6250551925273969,[13.10368875],55,[41.89631125],28.030782522581905,27.981122755264973,0.09935682271193526,1021.4182843710322,0.032355184187131875,0.0007619047619047619,yes
29,Kent,neap,30,0.47148663634573945,[21.30764834],55,[33.69235166],28.030782522581905,27.970879122011354,0.09935682271193526,1021.4182843710322,0.032355184187131875,0.0011428571428571432,no
30,Kent,neap,40,0.35564803062231287,[9.42414828],55,[45.57585172],28.030782522581905,27.922740257105655,0.09935682271193526,1021.4182843710322,0.032355184187131875,0.0015238095238095239,yes
31,Kent,neap,50,0.2682695795279725,[2.20415031],55,[57.20415031],28.030782522581905,27.861272086631345,0.09935682271193526,1021.4182843710322,0.032355184187131875,0.001904761904761905,yes
32,Leven,spring,1,1.9306977288832496,[100.66119703],51,[-49.66119703],27.822821016483733,27.82751070253472,11.528029981969928,1021.2879691498998,0.5122197051258203,8.23045267489712e-05,no
33,Leven,spring,2,1.0985411419875573,[20.27798649],51,[71.27798649],27.822821016483733,27.809358941503252,11.528029981969928,1021.2879691498998,0.5122197051258203,0.0001646090534979424,no
34,Leven,spring,5,0.6250551925273969,[38.03941425],51,[12.96058575],27.822821016483733,27.816701442064016,11.528029981969928,1021.2879691498998,0.5122197051258203,0.000411522633744856,no
35,Leven,spring,10,0.2682695795279725,[14.0406399],51,[65.0406399],27.822821016483733,27.761400793059547,11.528029981969928,1021.2879691498998,0.5122197051258203,0.000823045267489712,yes
36,Leven,spring,20,0.0,[55.44443577],150,[94.55556423],27.822821016483733,27.644236553282965,11.528029981969928,1021.2879691498998,0.5122197051258203,0.001646090534979424,no
37,Leven,spring,30,0.0,[86.96295718],150,[63.03704282],27.822821016483733,27.644236553282965,11.528029981969928,1021.2879691498998,0.5122197051258203,0.0024691358024691358,no
38,Leven,spring,40,0.0,[102.72221788],150,[47.27778212],27.822821016483733,27.644236553282965,11.528029981969928,1021.2879691498998,0.5122197051258203,0.003292181069958848,no
39,Leven,spring,50,0.0,[112.17777431],150,[37.82222569],27.822821016483733,27.644236553282965,11.528029981969928,1021.2879691498998,0.5122197051258203,0.004115226337448561,no
40,Leven,neap,1,5.963623316594637,[132.67558193],112,[244.67558193],28.229224379093196,28.20578128124744,0.045988015083810035,1021.5499642867429,0.032355184187131875,8.23045267489712e-05,no
41,Leven,neap,2,3.39322177189533,[290.56003956],112,[402.56003956],28.229224379093196,28.152083421081045,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.0001646090534979424,no
42,Leven,neap,5,1.9306977288832496,[8.52645338],112,[120.52645338],28.229224379093196,28.171484382781014,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.000411522633744856,yes
43,Leven,neap,10,1.0985411419875573,[3.39246962],112,[115.39246962],28.229224379093196,28.11866340955596,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.000823045267489712,yes
44,Leven,neap,20,0.6250551925273969,[15.19436687],99,[83.80563313],28.229224379093196,28.068631021805157,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.001646090534979424,yes
45,Leven,neap,30,0.35564803062231287,[6.29914833],99,[92.70085167],28.229224379093196,27.96276601996522,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.0024691358024691358,yes
46,Leven,neap,40,0.20235896477251575,[4.9908937],99,[94.0091063],28.229224379093196,27.868932655663926,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.003292181069958848,yes
47,Leven,neap,50,0.0655128556859551,[2.32742817],99,[101.32742817],28.229224379093196,27.743800211654104,0.045988015083810035,1021.5499642867429,0.032355184187131875,0.004115226337448561,yes
48,Lune,spring,1,0.2682695795279725,[1.8630375],63,[64.8630375],28.988759757963013,28.7631726521888,8.005576376368007,1022.0924041460562,0.5122197051258203,0.0018518518518518517,yes
49,Lune,spring,2,0.0,[20.19225499],63,[42.80774501],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.0037037037037037034,no
50,Lune,spring,5,0.0,[45.876902],63,[17.123098],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.009259259259259259,no
51,Lune,spring,10,0.0,[71.438451],80,[8.561549],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.018518518518518517,no
52,Lune,spring,20,0.0,[157.7192255],162,[4.2807745],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.037037037037037035,no
53,Lune,spring,30,0.0,[159.14615033],162,[2.85384967],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.05555555555555556,no
54,Lune,spring,40,0.0,[159.85961275],162,[2.14038725],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.07407407407407407,no
55,Lune,spring,50,0.0,[160.2876902],162,[1.7123098],28.988759757963013,28.69099771435134,8.005576376368007,1022.0924041460562,0.5122197051258203,0.09259259259259257,no
56,Lune,neap,1,1.9306977288832496,[10.1572073],43,[53.1572073],29.246868499607558,29.06034700638411,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.0018518518518518517,yes
57,Lune,neap,2,0.8286427728546842,[7.35748647],43,[50.35748647],29.246868499607558,28.893473201059184,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.0037037037037037034,yes
58,Lune,neap,5,0.0,[4.46088625],43,[38.53911375],29.246868499607558,28.57072565751375,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.009259259259259259,yes
59,Lune,neap,10,0.0,[53.73044313],73,[19.26955687],29.246868499607558,28.57072565751375,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.018518518518518517,no
60,Lune,neap,20,0.0,[19.36522156],29,[9.63477844],29.246868499607558,28.57072565751376,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.037037037037037035,no
61,Lune,neap,30,0.0,[22.57681438],29,[6.42318562],29.246868499607558,28.57072565751375,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.05555555555555556,no
62,Lune,neap,40,0.0,[21.18261078],26,[4.81738922],29.246868499607558,28.57072565751376,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.07407407407407407,no
63,Lune,neap,50,0.0,[22.14608863],26,[3.85391137],29.246868499607558,28.57072565751376,0.031936121585979194,1022.0741977181856,0.032355184187131875,0.09259259259259257,no
64,Mersey,spring,1,0.0,[185.12775865],411,[225.87224135],28.537050686981306,28.488815180274713,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.0001807909604519774,no
65,Mersey,spring,2,0.0,[298.06387933],411,[112.93612067],28.537050686981306,28.48881518027471,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.0003615819209039548,no
66,Mersey,spring,5,0.0,[353.82555173],399,[45.17444827],28.537050686981306,28.488815180274713,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.0009039548022598871,no
67,Mersey,spring,10,0.0,[363.41277587],386,[22.58722413],28.537050686981306,28.488815180274713,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.0018079096045197742,no
68,Mersey,spring,20,0.0,[496.70638793],508,[11.29361207],28.537050686981306,28.48881518027471,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.0036158192090395484,no
69,Mersey,spring,30,0.0,[500.47092529],508,[7.52907471],28.537050686981306,28.48881518027471,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.005423728813559322,no
70,Mersey,spring,40,0.0,[480.35319397],486,[5.64680603],28.537050686981306,28.48881518027471,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.007231638418079097,no
71,Mersey,spring,50,0.0,[481.48255517],486,[4.51744483],28.537050686981306,28.48881518027471,2.6870272353036078,1021.9374608366392,0.5122197051258203,0.00903954802259887,no
72,Mersey,neap,1,10.481131341546853,[1.84916342],447,[445.15083658],29.155563138575488,29.058439817342578,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.0001807909604519774,yes
73,Mersey,neap,2,4.498432668969444,[79.45633295],447,[526.45633295],29.155563138575488,28.925837915849304,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.0003615819209039548,yes
74,Mersey,neap,5,0.2682695795279725,[3.26184187],435,[438.26184187],29.155563138575488,28.677461760861018,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.0009039548022598871,yes
75,Mersey,neap,10,0.0,[189.01729577],422,[232.98270423],29.155563138575488,28.64723984307481,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.0018079096045197742,no
76,Mersey,neap,20,0.0,[268.50864789],385,[116.49135211],29.155563138575488,28.64723984307481,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.0036158192090395484,no
77,Mersey,neap,30,0.0,[281.33909859],359,[77.66090141],29.155563138575488,28.64723984307481,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.005423728813559322,no
78,Mersey,neap,40,0.0,[269.75432394],328,[58.24567606],29.155563138575488,28.64723984307481,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.007231638418079097,no
79,Mersey,neap,50,0.0,[263.40345915],310,[46.59654085],29.155563138575488,28.64723984307481,0.010719181787436215,1022.2515780283223,0.032355184187131875,0.00903954802259887,no
80,Ribble,spring,1,0.35564803062231287,[19.12607017],61,[41.87392983],28.65660450990202,28.654913131162235,12.1021562756886,1022.0532826468817,0.5122197051258203,2.8571428571428574e-05,no
81,Ribble,spring,2,0.20235896477251575,[14.36808001],61,[46.63191999],28.65660450990202,28.652837381362797,12.1021562756886,1022.0532826468817,0.5122197051258203,5.714285714285715e-05,yes
82,Ribble,spring,5,0.0655128556859551,[4.40144563],61,[56.59855437],28.65660450990202,28.645173818783576,12.1021562756886,1022.0532826468817,0.5122197051258203,0.0001428571428571429,yes
83,Ribble,spring,10,0.0,[4.89673771],61,[56.10326229],28.65660450990202,28.63394318686591,12.1021562756886,1022.0532826468817,0.5122197051258203,0.0002857142857142858,yes
84,Ribble,spring,20,0.0,[32.94836885],61,[28.05163115],28.65660450990202,28.63394318686591,12.1021562756886,1022.0532826468817,0.5122197051258203,0.0005714285714285716,no
85,Ribble,spring,30,0.0,[79.29891257],98,[18.70108743],28.65660450990202,28.633943186865917,12.1021562756886,1022.0532826468817,0.5122197051258203,0.000857142857142857,no
86,Ribble,spring,40,0.0,[83.97418443],98,[14.02581557],28.65660450990202,28.63394318686591,12.1021562756886,1022.0532826468817,0.5122197051258203,0.0011428571428571432,no
87,Ribble,spring,50,0.0,[86.77934754],98,[11.22065246],28.65660450990202,28.63394318686591,12.1021562756886,1022.0532826468817,0.5122197051258203,0.0014285714285714286,no
88,Ribble,neap,1,7.9060432109077015,[86.38952869],97,[183.38952869],29.020047399921722,29.01254595252512,0.04827833951017263,1022.3535482229181,0.032355184187131875,2.8571428571428574e-05,no
89,Ribble,neap,2,4.498432668969444,[527.31511429],97,[624.31511429],29.020047399921722,28.968972869960936,0.04827833951017263,1022.3535482229181,0.032355184187131875,5.714285714285715e-05,no
90,Ribble,neap,5,2.559547922699533,[69.37280289],97,[166.37280289],29.020047399921722,28.98602046179532,0.04827833951017263,1022.3535482229181,0.032355184187131875,0.0001428571428571429,no
91,Ribble,neap,10,1.4563484775012443,[88.07553565],97,[185.07553565],29.020047399921722,28.944343274118555,0.04827833951017263,1022.3535482229181,0.032355184187131875,0.0002857142857142858,no
92,Ribble,neap,20,0.8286427728546842,[42.33276931],97,[139.33276931],29.020047399921722,28.906060800241235,0.04827833951017263,1022.3535482229181,0.032355184187131875,0.0005714285714285716,no
93,Ribble,neap,30,0.6250551925273969,[0.71073993],97,[97.71073993],29.020047399921722,28.900143284203136,0.04827833951017263,1022.3535482229181,0.032355184187131875,0.000857142857142857,yes
94,Ribble,neap,40,0.47148663634573945,[5.46998318],97,[91.53001682],29.020047399921722,28.870288008253272,0.04827833951017263,1022.3535482229181,0.032355184187131875,0.0011428571428571432,yes
95,Ribble,neap,50,0.35564803062231287,[5.01002939],97,[91.98997061],29.020047399921722,28.831907452550976,0.04827833951017263,1022.3535482229181,0.032355184187131875,0.0014285714285714286,yes
96,Wyre,spring,1,0.0,[13.15110693],48,[34.84889307],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.006289308176100628,yes
97,Wyre,spring,2,0.0,[30.57555347],48,[17.42444653],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.012578616352201257,no
98,Wyre,spring,5,0.0,[41.03022139],48,[6.96977861],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.031446540880503145,no
99,Wyre,spring,10,0.0,[44.51511069],48,[3.48488931],29.98830998483571,29.71625164724624,87.30361068878689,1022.882047995164,0.5122197051258203,0.06289308176100629,no
100,Wyre,spring,20,0.0,[46.25755535],48,[1.74244465],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.12578616352201258,no
101,Wyre,spring,30,0.0,[46.83837023],48,[1.16162977],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.18867924528301885,no
102,Wyre,spring,40,0.0,[47.12877767],48,[0.87122233],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.25157232704402516,no
103,Wyre,spring,50,0.0,[47.30302214],48,[0.69697786],29.98830998483571,29.716251647246242,87.30361068878689,1022.882047995164,0.5122197051258203,0.31446540880503143,no
104,Wyre,neap,1,0.1151395399326447,[2.40926072],67,[64.59073928],30.172416564049712,29.66507386960113,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.006289308176100628,yes
105,Wyre,neap,2,0.0,[16.2534527],67,[50.7465473],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.012578616352201257,yes
106,Wyre,neap,5,0.0,[46.70138108],67,[20.29861892],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.031446540880503145,no
107,Wyre,neap,10,0.0,[56.85069054],67,[10.14930946],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.06289308176100629,no
108,Wyre,neap,20,0.0,[61.92534527],67,[5.07465473],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.12578616352201258,no
109,Wyre,neap,30,0.0,[63.61689685],67,[3.38310315],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.18867924528301885,no
110,Wyre,neap,40,0.0,[64.46267264],67,[2.53732736],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.25157232704402516,no
111,Wyre,neap,50,0.0,[64.97013811],67,[2.02986189],30.172416564049712,29.375215902561095,0.34827457696643976,1022.6612574257769,0.03235518418713187,0.31446540880503143,no
112,Duddon,spring,1,0.35564803062231287,[41.32623222],49,[90.32623222],30.58306214985951,30.562202812587742,32.28586357547591,1023.4704690010459,0.5122197051258203,0.00013605442176870748,no
113,Duddon,spring,2,0.20235896477251575,[13.79010069],49,[62.79010069],30.58306214985951,30.554061496220793,32.28586357547591,1023.4704690010459,0.5122197051258203,0.00027210884353741496,yes
114,Duddon,spring,5,0.0655128556859551,[2.129204],49,[51.129204],30.58306214985951,30.524024964073515,32.28586357547591,1023.4704690010459,0.5122197051258203,0.0006802721088435374,yes
115,Duddon,spring,10,0.0,[4.391875],49,[44.608125],30.58306214985951,30.48004712293178,32.28586357547591,1023.4704690010459,0.5122197051258203,0.0013605442176870747,yes
116,Duddon,spring,20,0.0,[62.6959375],85,[22.3040625],30.58306214985951,30.480047122931776,32.28586357547591,1023.4704690010459,0.5122197051258203,0.0027210884353741495,no
117,Duddon,spring,30,0.0,[70.130625],85,[14.869375],30.58306214985951,30.480047122931776,32.28586357547591,1023.4704690010459,0.5122197051258203,0.004081632653061225,no
118,Duddon,spring,40,0.0,[73.84796875],85,[11.15203125],30.58306214985951,30.48004712293178,32.28586357547591,1023.4704690010459,0.5122197051258203,0.005442176870748299,no
119,Duddon,spring,50,0.0,[76.078375],85,[8.921625],30.58306214985951,30.480047122931776,32.28586357547591,1023.4704690010459,0.5122197051258203,0.006802721088435374,no
120,Duddon,neap,1,0.8286427728546842,[21.84374306],85,[106.84374306],30.91173739785906,30.88679844848433,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.00013605442176870748,yes
121,Duddon,neap,2,0.47148663634573945,[7.82731139],85,[92.82731139],30.91173739785906,30.868402794390644,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.00027210884353741496,yes
122,Duddon,neap,5,0.15264179671752334,[9.55417766],85,[94.55417766],30.91173739785906,30.801385505346786,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.0006802721088435374,yes
123,Duddon,neap,10,0.009102981779915217,[0.22495643],85,[84.77504357],30.91173739785906,30.713859594321928,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.0013605442176870747,yes
124,Duddon,neap,20,0.0,[28.68226813],73,[44.31773187],30.91173739785906,30.7048487884027,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.0027210884353741495,no
125,Duddon,neap,30,0.0,[43.45484542],73,[29.54515458],30.91173739785906,30.7048487884027,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.004081632653061225,no
126,Duddon,neap,40,0.0,[50.84113406],73,[22.15886594],30.91173739785906,30.7048487884027,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.005442176870748299,no
127,Duddon,neap,50,0.0,[54.27290725],72,[17.72709275],30.91173739785906,30.7048487884027,0.1287958812932494,1023.7412793580194,0.03235518418713187,0.006802721088435374,no
